Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,UTILIZATION
49a6647d-a6f7-32a0-a37b-611d8a45fa45,ecc51621-0af3-3b35-ac3e-8b1e34022e92,Cecille691 Halvorson124,F,GENERAL PRACTICE,795 MIDDLE STREET,FALL RIVER,MA,02721,41.725351,-71.094162,25
d70cb9c2-eaad-303f-be29-f317b700f564,5d4b9df1-93ae-3bc9-b680-03249990e558,Vicente970 Kilback373,M,GENERAL PRACTICE,575 BEECH STREET,HOLYOKE,MA,01040,42.211656,-72.642448,19
762e2706-5c90-3ba3-97f1-279ee1655a2b,37b4d73f-652d-3033-a16e-d97b9e8b4cda,Jerold208 Spencer878,M,GENERAL PRACTICE,25 HIGHLAND AVENUE,NEWBURYPORT,MA,01950,42.812141,-70.886646,14
a3ea3914-a96a-3449-9bbf-030fcc2b4117,5844ad77-f653-3c2b-b7dd-e97576ab3b03,Joselyn874 Bayer639,F,GENERAL PRACTICE,40 WRIGHT STREET,PALMER,MA,01069,42.187794,-72.30846899999997,6
23d93825-5d95-3f78-9de5-e61d00d8eea0,08bcda9c-f8c8-3244-82d4-fc306a7a55d3,Leslie90 Crona259,F,GENERAL PRACTICE,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,02118,42.33196,-71.020173,4
3d16e582-d897-330f-8a8f-021150893791,37c0de84-bcaf-3624-82bf-a89b2ac441b8,Octavio643 Schaefer657,M,GENERAL PRACTICE,85 HERRICK STREET,BEVERLY,MA,01915,42.556659,-70.84496,30
37893f14-6b80-3e08-a7fc-f7cdc072ad9e,4861d01f-019c-3dac-a153-8334e50919f9,Jame231 Jacobi462,M,GENERAL PRACTICE,81 HIGHLAND AVENUE,SALEM,MA,01970,42.50128,-70.897502,27
6ffaad85-f6c0-3330-be61-92e29253b2bd,a0b6ec0c-e587-3b2a-bf9f-248849f29ee5,Edmundo94 Leffler128,M,GENERAL PRACTICE,736 CAMBRIDGE STREET,BRIGHTON,MA,02135,42.33196,-71.020173,6
9d285ab3-f111-396f-b9f2-9721ee4160be,4f3a530e-a2f7-3de0-9a09-c0a70a9ab894,Russel238 Walker122,M,GENERAL PRACTICE,725 NORTH STREET,PITTSFIELD,MA,01201,42.452045,-73.26054,13
3c084d3b-7313-3aaf-bbb3-556a26c90276,f71ce1a9-cca7-3295-9a1e-c88ac3479b6f,Marvin195 Glover433,M,GENERAL PRACTICE,157 UNION STREET,MARLBOROUGH,MA,01752,42.349617,-71.547214,19
62415a02-646f-38b6-bd92-d248937a57af,c44f361c-2efb-3050-8f97-0354a12e2920,Louetta798 Thompson596,F,GENERAL PRACTICE,680 CENTER STREET,BROCKTON,MA,02302,42.082543,-71.024638,28
e0957cd3-1046-327c-9a4b-95e812c2aace,331f4c11-d298-308b-aaa1-d7825b29b57f,Eleonora961 Langosh790,F,GENERAL PRACTICE,201 HIGHLAND STREET,CLINTON,MA,01510,42.411887,-71.690005,15
f99249ac-0692-3a0d-96a5-7e0fcad4f452,b1ddf812-1fdd-3adf-b1d5-32cc8bd07ebb,Ingrid581 Jacobson885,F,GENERAL PRACTICE,275 SANDWICH STREET,PLYMOUTH,MA,02360,41.897892,-70.62403,35
bfce7b9a-44d0-39c6-b0eb-cd125d0a0eaf,6be05ccf-ef94-341f-a2a3-1cf9bfde1b18,Nathanael908 Friesen796,M,GENERAL PRACTICE,107 LINCOLN STREET,WORCESTER,MA,01605,42.269478,-71.807783,13
91cf30d1-199d-3a93-bac7-8f1786f8e91b,b0e04623-b02c-3f8b-92ea-943fc4db60da,Dong972 Oberbrunner298,M,GENERAL PRACTICE,295 VARNUM AVENUE,LOWELL,MA,01854,42.638893,-71.32210699999997,28
d6d55232-9560-3c99-87de-9957951403ac,ebc3f5c4-6700-34af-8323-85621c313726,Lorenza655 Ziemann98,F,GENERAL PRACTICE,115 WEST SILVER STREET,WESTFIELD,MA,01085,42.138838,-72.755911,13
f455e808-058b-3dc7-9726-9663b036e65a,fd328395-ab1d-35c6-a2d0-d05a9a79cf11,Douglass930 Windler79,M,GENERAL PRACTICE,271 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,17
ea226e9c-f6a7-395c-8a03-160d02ec2357,d692e283-0833-3201-8e55-4f868a9c0736,Berry486 Borer986,M,GENERAL PRACTICE,585 LEBANON STREET,MELROSE,MA,02176,42.455723,-71.05901899999998,50
a3011e50-d422-3447-8dca-4bf28b266579,d78e84ec-30aa-3bba-a33a-f29a3a454662,Jaclyn627 Kuhic920,F,GENERAL PRACTICE,55 FRUIT STREET,BOSTON,MA,02114,42.33196,-71.020173,4
5b4e693f-4876-3aed-8a15-ede6766df70e,8ad64ecf-c817-3753-bee7-006a8e662e06,Antwan357 Harris789,M,GENERAL PRACTICE,88 WASHINGTON STREET,TAUNTON,MA,02780,41.903323,-71.094984,23
a2e477ab-ea53-3265-9cea-5c0436b26e19,23834663-ed53-3da9-b330-d6e1ecb8428e,Isreal8 Kihn564,M,GENERAL PRACTICE,363 HIGHLAND AVENUE,FALL RIVER,MA,02720,41.725351,-71.094162,21
8affcdcd-410e-3200-b48f-10237a367be1,44bef9d3-91c2-3005-93e0-ccf436348ff0,Harris789 Blanda868,M,GENERAL PRACTICE,243 CHARLES STREET,BOSTON,MA,02114,42.33196,-71.020173,6
a44fb851-5683-3051-9e8a-85d0bc3c391f,60457c13-adb2-3415-82c5-86ab5dab5f93,Margery365 Paucek755,F,GENERAL PRACTICE,759 CHESTNUT STREET,SPRINGFIELD,MA,01199,42.115454,-72.539978,13
ea025175-c965-37ba-bb47-cec054af64be,a9f20dc1-5147-3789-bcef-bbecb41c5983,Cristina921 Valles311,F,GENERAL PRACTICE,70 EAST STREET,METHUEN,MA,01844,42.742751,-71.178588,14
1000ce41-bd84-3dfa-90fd-87131c615bae,7fb56531-86bd-3e4a-8619-4df9942da309,Jenniffer979 Ebert178,F,GENERAL PRACTICE,148 CHESTNUT STREET,NEEDHAM,MA,02494,42.281593,-71.242414,28
4e068740-9e34-3293-8d84-b3b50c47825c,03347b4d-994e-302b-848b-58019a4e274d,Lionel365 Lynch190,M,GENERAL PRACTICE,133 OLD ROAD TO 9 ACRE CORNER,W CONCORD,MA,01742,42.269478,-71.807783,14
53f10cdd-c0ec-3337-9b09-b0d80be3cee3,cb6a50e0-af76-3758-99ad-3200ede03fff,Trina350 Cummings51,F,GENERAL PRACTICE,330 BROOKLINE AVENUE,BOSTON,MA,02215,42.33196,-71.020173,5
43a2ca3e-0926-37c3-b3c1-02076ec8f5a9,9a7149fa-49fc-3c87-b935-d29c55808717,Marcelene872 Mayert710,F,GENERAL PRACTICE,125 PARKER HILL AVENUE,BOSTON,MA,02120,42.33196,-71.020173,4
b183a262-1ea0-3d63-b1e8-45021b107bf4,24cb4eab-6166-3530-bddc-a5a8a14a4fc1,Wilton999 Pollich983,M,GENERAL PRACTICE,14 PROSPECT STREET,MILFORD,MA,01757,42.158692,-71.521419,43
7cd0abaf-f893-3376-9ba1-44e941826be6,e44f438a-601b-30fb-85eb-bfaf8ddcb5ad,Domenica436 Tremblay80,F,GENERAL PRACTICE,242 GREEN STREET,GARDNER,MA,01440,42.586516,-71.988062,7
a65ae9e3-0039-3cd8-b0af-003bd80a2c8e,ac8356a5-78f8-3a63-8a1e-59e832fd54e7,Grady603 Green467,M,GENERAL PRACTICE,200 GROTON ROAD,AYER,MA,01432,42.562221,-71.58484399999998,17
e5ea9781-ac8f-34f6-806f-916beb535ba7,db0acede-4abe-3c01-8d03-5c68a190d8c7,Amira620 Nienow652,F,GENERAL PRACTICE,55 FOGG ROAD,SOUTH WEYMOUTH,MA,02190,42.24158900000001,-71.082651,14
75b0b027-9e8e-36ab-91b4-3a3818de1cd0,3d10019f-c88e-3de5-9916-6107b9c0263d,Van763 Franecki195,F,GENERAL PRACTICE,2014 WASHINGTON STREET,NEWTON,MA,02462,42.331876,-71.208402,29
9ecf96c2-d51a-352f-96e1-c78ca24343bd,f4e7709c-02f6-37ca-aeea-8247d74e88e7,Leonie332 Hirthe744,F,GENERAL PRACTICE,41 HIGHLAND AVENUE,WINCHESTER,MA,01890,42.452752,-71.144319,13
f6e6a080-eaa7-379a-995d-3fb70b89c15a,12c9daf5-a29c-36c9-ac55-28972463e566,Leigh689 Rutherford999,M,GENERAL PRACTICE,199 REEDSDALE ROAD,MILTON,MA,02186,42.24158900000001,-71.082651,17
3c4c0cd7-13db-3b13-98f1-89c11b676668,27379046-608b-32f0-9df7-8c833cf5d11d,Abel832 Mosciski958,M,GENERAL PRACTICE,75 FRANCIS STREET,BOSTON,MA,02115,42.33196,-71.020173,2
aa4293b2-e7e2-3c06-8366-0f3ae571f5a8,226098a2-6a40-3588-b5bb-db56c3a30a04,Hal307 Renner328,M,GENERAL PRACTICE,235 NORTH PEARL STREET,BROCKTON,MA,02301,42.082543,-71.024638,32
5e8da934-d9bf-35da-a2aa-30cb6bc2923d,b7175ab4-bde5-3848-891b-579bccb77c7c,Arnette709 Conroy74,F,GENERAL PRACTICE,800 WASHINGTON STREET,BOSTON,MA,02111,42.33196,-71.020173,9
a0741812-e353-3170-b937-aaf2a2ec4c1b,d733d4a9-080d-3593-b910-2366e652b7ea,Winnie378 Witting912,F,GENERAL PRACTICE,1153 CENTRE STREET,BOSTON,MA,02130,42.33196,-71.020173,4
6ba7b94c-429b-3aa7-a787-a0af2c936b9c,3bd5eda0-16da-3ba5-8500-4dfd6ae118b8,Loris321 Bradtke547,F,GENERAL PRACTICE,800 WASHINGTON STREET,NORWOOD,MA,02062,42.18736,-71.195955,33
0b031c4a-a43b-3ea6-bcf0-43f011a3cf03,d5117822-5756-389d-9547-891a372d580f,Owen89 Kunde533,M,GENERAL PRACTICE,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,02540,41.57072,-70.556682,34
7b8f684b-c228-375e-9c8e-7c2defc387b9,f99c74cc-7d1a-3f95-9a33-4a9357bf2f2a,Keven605 Mueller846,M,GENERAL PRACTICE,55 LAKE AVENUE NORTH,WORCESTER,MA,01655,42.269478,-71.807783,23
6bb6ca17-77ee-3dbf-9331-b5dd8042c192,6f122869-a856-3d65-8db9-099bf4f5bbb8,Jarrod316 Crooks415,M,GENERAL PRACTICE,41 & 45 MALL ROAD,BURLINGTON,MA,01803,42.503227,-71.201713,26
92d3cbbb-cf68-3ea4-9566-4a4de5bcf460,465de31f-3098-365c-af70-48a071e1f5aa,Alta896 Schiller186,F,GENERAL PRACTICE,115 LINCOLN STREET,FRAMINGHAM,MA,01701,42.307905,-71.436196,43
b78564a8-c3d2-3c3f-827f-5582c1e1ac0a,1eaf97fa-9de6-38de-a9c4-6efe5dc574be,Aline709 Turner526,F,GENERAL PRACTICE,123 SUMMER STREET,WORCESTER,MA,01608,42.269478,-71.807783,9
1ab11934-2f5d-3a0c-ab36-2aef8ea00458,80e919cc-df1a-3838-b75e-541564a286e5,Leesa210 Lehner980,F,GENERAL PRACTICE,57 PROSPECT STREET,NANTUCKET,MA,02554,41.293416,-70.10216899999999,14
83d5a256-baa1-35a5-a8a2-6011d10cd31e,8e00f524-3a5f-313e-9542-378dfc61193f,Clemente531 Bañuelos542,M,GENERAL PRACTICE,ONE HOSPITAL ROAD  FIRST FL  WING 5   PO BOX 1477,OAK BLUFFS,MA,02557,41.45716,-70.556101,2
a4210223-1aa0-34b0-9d28-0d958479aa12,56e0b3b3-4fac-3776-8fc9-7b465eb2fc17,Ginger664 Goodwin327,F,GENERAL PRACTICE,29 LEWIS AVENUE,GREAT BARRINGTON,MA,01230,42.19397,-73.361473,1
7212b88c-6b41-3c43-a104-ba583b117194,161a799c-4894-36f6-8ca7-2a71c8107f79,Eboni653 Torp761,F,GENERAL PRACTICE,2033 MAIN STREET,ATHOL,MA,01331,42.593384,-72.230228,9
9c08d587-6b36-35da-a376-374c24c0d935,956ccb85-bea0-30f9-af48-52f5dd95ff72,Shirl54 Ankunding277,F,GENERAL PRACTICE,30 WARREN STREET,BRIGHTON,MA,02135,42.33196,-71.020173,6
7187bf85-284c-38b1-a972-64acc522f049,d7b11827-25f2-350b-bcd8-939fc59851b0,Annika454 Murazik203,F,GENERAL PRACTICE,300 LONGWOOD AVENUE,BOSTON,MA,02115,42.33196,-71.020173,9
33a9c30b-06f7-3ace-86ae-a1dc31ca728d,5103c940-0c08-392f-95cd-446e0cea042a,Harris789 Funk324,M,GENERAL PRACTICE,516 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,16
a2ae1761-3f3b-357a-b8e3-b5ca57675c79,ff9863d3-3fa3-3861-900e-f00148f5d9c2,Roscoe437 Hilll811,M,GENERAL PRACTICE,51 BLOSSOM STREET,BOSTON,MA,02114,42.33196,-71.020173,9
84336a0a-1de6-37d1-931b-d2a0f8979969,d5f4875f-6df2-32a8-a01b-47267f47fc49,Imogene688 Gulgowski816,F,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
81b1361e-1618-3344-868c-3f6f10bc1856,d5f4875f-6df2-32a8-a01b-47267f47fc49,Genoveva361 Carroll471,F,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
4b38bd58-bda0-3b2a-bd70-f64380a29d07,d5f4875f-6df2-32a8-a01b-47267f47fc49,Grant908 Olson653,M,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
05c4ec43-ba02-3011-9ff3-9848f1f0b7f7,d5f4875f-6df2-32a8-a01b-47267f47fc49,Mason910 Kris249,M,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
d6ed1751-cc6e-3a38-bbe7-1b5af26ae8e5,d5f4875f-6df2-32a8-a01b-47267f47fc49,Elise948 Greenfelder433,F,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
683fca92-f1c6-3146-ad13-c690b7977993,d5f4875f-6df2-32a8-a01b-47267f47fc49,Deloise241 Brown30,F,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
857c2b08-e66a-33aa-a79a-e14f6df0318b,d5f4875f-6df2-32a8-a01b-47267f47fc49,Tom274 Gulgowski816,M,GENERAL PRACTICE,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,29
7b26ac41-9056-374b-81e8-6af189a85141,b7dc82e4-3595-391b-a897-495dd7e5cf38,Sid118 Ward668,M,CLINICAL SOCIAL WORKER,99 WALNUT ST,SAUGUS,MA,01906-1980,42.468432,-71.01394599999999,0
974a7f99-2a9e-3fbb-aeab-ad54b165ae9c,b7dc82e4-3595-391b-a897-495dd7e5cf38,Gonzalo160 Rodriguez71,M,CLINICAL SOCIAL WORKER,99 WALNUT ST,SAUGUS,MA,01906-1980,42.468432,-71.01394599999999,0
a5a1e7dd-eefa-369d-bef9-3c15eebaf52e,b7dc82e4-3595-391b-a897-495dd7e5cf38,Sid118 Ward668,M,GENERAL PRACTICE,99 WALNUT ST,SAUGUS,MA,01906-1980,42.468432,-71.01394599999999,67
32741b8d-6d81-32c1-b104-c70cd9abede1,99def67e-aa4e-3b59-94df-81e2163d0d1a,Spencer878 Lind531,M,PHYSICAL THERAPY,26 BRIGHTON ST,BELMONT,MA,02478-4043,42.395317,-71.180284,0
973f1d93-ac40-35e0-8839-93547b3e1ac2,99def67e-aa4e-3b59-94df-81e2163d0d1a,Annalisa973 Hermiston71,F,PHYSICAL THERAPY,26 BRIGHTON ST,BELMONT,MA,02478-4043,42.395317,-71.180284,0
5841e345-9992-3d24-b2da-5ad8345f0652,99def67e-aa4e-3b59-94df-81e2163d0d1a,Beverley336 Lind531,F,GENERAL PRACTICE,26 BRIGHTON ST,BELMONT,MA,02478-4043,42.395317,-71.180284,41
8290f5d4-586b-3a19-9482-243296b2a517,2f5422eb-ec1b-3559-9119-ee754943fbf9,Oleta341 Ratke343,F,CLINICAL SOCIAL WORKER,25 BREAKWATER RD,BREWSTER,MA,02631-1311,41.747513,-70.066223,0
14c5718f-bb9f-34c2-8813-ef04a0437574,2f5422eb-ec1b-3559-9119-ee754943fbf9,Oleta341 Ratke343,F,GENERAL PRACTICE,25 BREAKWATER RD,BREWSTER,MA,02631-1311,41.747513,-70.066223,44
bf19a579-38b6-3a37-a508-4905b9dd760e,cb4bb367-1f84-3125-bcee-e7eea3c8d0ae,Hue920 Osinski784,F,CLINICAL PSYCHOLOGIST,7 HARRIS AVE,JAMAICA PLAIN,MA,02130-2888,42.33196,-71.020173,0
4a58274e-8ad2-3002-b6d0-464d46604757,cb4bb367-1f84-3125-bcee-e7eea3c8d0ae,Cedrick207 Osinski784,M,CLINICAL SOCIAL WORKER,7 HARRIS AVE,JAMAICA PLAIN,MA,02130-2888,42.33196,-71.020173,0
a11d2b9f-73ba-35e0-bc0d-cb7faa551887,cb4bb367-1f84-3125-bcee-e7eea3c8d0ae,Concepción765 Abeyta738,F,GENERAL PRACTICE,7 HARRIS AVE,JAMAICA PLAIN,MA,02130-2888,42.33196,-71.020173,33
5728253f-de7f-3d17-b89e-6ece4a90f060,de1376c4-8f27-37ed-85da-6986458442f2,Ruthe70 Champlin946,F,CLINICAL PSYCHOLOGIST,28 GREEN ST,NEWBURY,MA,01951-1721,42.770406,-70.872417,0
4f36c0ef-717d-32bd-8edf-34634c1a87b4,de1376c4-8f27-37ed-85da-6986458442f2,Billy698 Champlin946,M,CLINICAL SOCIAL WORKER,28 GREEN ST,NEWBURY,MA,01951-1721,42.770406,-70.872417,0
8d339528-e884-3bfe-903f-9857d88d298f,de1376c4-8f27-37ed-85da-6986458442f2,Ruthe70 Champlin946,F,GENERAL PRACTICE,28 GREEN ST,NEWBURY,MA,01951-1721,42.770406,-70.872417,86
9eb886c0-a473-3e05-bf57-a031f96f3d55,de1376c4-8f27-37ed-85da-6986458442f2,Billy698 Champlin946,M,CLINICAL NURSE SPECIALIST,28 GREEN ST,NEWBURY,MA,01951-1721,42.770406,-70.872417,0
fd85318c-f250-3e3e-8819-e804f5afb9ed,de1376c4-8f27-37ed-85da-6986458442f2,Marlen929 Cummerata161,F,CLINICAL NURSE SPECIALIST,28 GREEN ST,NEWBURY,MA,01951-1721,42.770406,-70.872417,0
2034f9fd-1a7f-368b-af3e-c561b5991ffe,42dbb384-2679-3aee-ba36-c873b5b2b6a7,Tiffani287 Hansen121,F,OPTOMETRY,555 TURNPIKE ST,NORTH ANDOVER,MA,01845-5935,42.673909,-71.091334,0
e06f4ae1-9c82-324b-b6d1-b69d4233c0d6,42dbb384-2679-3aee-ba36-c873b5b2b6a7,Gonzalo160 Corkery305,M,OPTOMETRY,555 TURNPIKE ST,NORTH ANDOVER,MA,01845-5935,42.673909,-71.091334,0
4a92084d-dbec-3c9b-be75-2bdd7c219068,42dbb384-2679-3aee-ba36-c873b5b2b6a7,Tiffani287 Hansen121,F,ALLERGY/IMMUNOLOGY,555 TURNPIKE ST,NORTH ANDOVER,MA,01845-5935,42.673909,-71.091334,0
a6b747bf-d4f1-3538-bf0f-22b25fb2569d,42dbb384-2679-3aee-ba36-c873b5b2b6a7,Gonzalo160 Corkery305,M,ALLERGY/IMMUNOLOGY,555 TURNPIKE ST,NORTH ANDOVER,MA,01845-5935,42.673909,-71.091334,0
7c01d0eb-dc9a-369d-9008-4c08f47cdd83,42dbb384-2679-3aee-ba36-c873b5b2b6a7,Ramona980 Partida347,F,PSYCHIATRY,555 TURNPIKE ST,NORTH ANDOVER,MA,01845-5935,42.673909,-71.091334,0
35b824ee-74e8-3229-a17a-3ad449e38349,42dbb384-2679-3aee-ba36-c873b5b2b6a7,Gonzalo160 Corkery305,M,PSYCHIATRY,555 TURNPIKE ST,NORTH ANDOVER,MA,01845-5935,42.673909,-71.091334,0
07503509-f69d-3c7d-a99c-99ecf2568947,42dbb384-2679-3aee-ba36-c873b5b2b6a7,Carroll471 Hansen121,M,PHYSICIAN ASSISTANT,555 TURNPIKE ST,NORTH ANDOVER,MA,01845-5935,42.673909,-71.091334,0
dcc4cc6a-ce2b-3ab3-a781-88e45fb71373,42dbb384-2679-3aee-ba36-c873b5b2b6a7,Gonzalo160 Corkery305,M,PHYSICIAN ASSISTANT,555 TURNPIKE ST,NORTH ANDOVER,MA,01845-5935,42.673909,-71.091334,0
04eeefde-882c-3ca6-ad65-9b36cd660e8f,42dbb384-2679-3aee-ba36-c873b5b2b6a7,Tiffani287 Hansen121,F,GENERAL PRACTICE,555 TURNPIKE ST,NORTH ANDOVER,MA,01845-5935,42.673909,-71.091334,49
b87f24d9-653c-3aaa-b05a-05097754b04c,42dbb384-2679-3aee-ba36-c873b5b2b6a7,Carroll471 Hansen121,M,PLASTIC AND RECONSTRUCTIVE SURGERY,555 TURNPIKE ST,NORTH ANDOVER,MA,01845-5935,42.673909,-71.091334,0
1bff08fd-4b54-3fb3-b6fa-de38d9329f18,42dbb384-2679-3aee-ba36-c873b5b2b6a7,Gonzalo160 Corkery305,M,PLASTIC AND RECONSTRUCTIVE SURGERY,555 TURNPIKE ST,NORTH ANDOVER,MA,01845-5935,42.673909,-71.091334,0
ab9f3db0-94cb-33b0-a01e-acf370c00454,42dbb384-2679-3aee-ba36-c873b5b2b6a7,Carroll471 Hansen121,M,INTERNAL MEDICINE,555 TURNPIKE ST,NORTH ANDOVER,MA,01845-5935,42.673909,-71.091334,0
e37e783a-e837-3db2-af27-cfbd5be6727a,42dbb384-2679-3aee-ba36-c873b5b2b6a7,Gonzalo160 Corkery305,M,INTERNAL MEDICINE,555 TURNPIKE ST,NORTH ANDOVER,MA,01845-5935,42.673909,-71.091334,0
9607cb6e-410b-3db6-b64e-d62deded72e8,42dbb384-2679-3aee-ba36-c873b5b2b6a7,Lashay246 Klocko335,F,INTERNAL MEDICINE,555 TURNPIKE ST,NORTH ANDOVER,MA,01845-5935,42.673909,-71.091334,0
bfcaeb60-47b7-3a2f-9183-7a287db77c69,42dbb384-2679-3aee-ba36-c873b5b2b6a7,Darell496 Goodwin327,M,INTERNAL MEDICINE,555 TURNPIKE ST,NORTH ANDOVER,MA,01845-5935,42.673909,-71.091334,0
48c61786-8416-34d5-9f98-b1a7dd2329fb,73261f58-9c5a-3dae-833a-92148d5b7072,Shauna908 Bayer639,F,PHYSICAL THERAPY,202 BURLINGTON RD,BEDFORD,MA,01730-1407,42.499295000000004,-71.281889,0
8c217d60-0b2b-32cd-b7ed-9f8e65b77115,73261f58-9c5a-3dae-833a-92148d5b7072,Rosanne862 Stracke611,F,PHYSICAL THERAPY,202 BURLINGTON RD,BEDFORD,MA,01730-1407,42.499295000000004,-71.281889,0
ab7f6365-fa19-33d1-a39b-9932c4aff66e,73261f58-9c5a-3dae-833a-92148d5b7072,Shauna908 Bayer639,F,GENERAL PRACTICE,202 BURLINGTON RD,BEDFORD,MA,01730-1407,42.499295000000004,-71.281889,33
8ce281f5-6869-37b9-84d8-983e80219084,e1053175-7c18-3f57-9814-3e77d8080c14,Angel97 Jerde200,M,CLINICAL SOCIAL WORKER,866 MAIN RD,WESTPORT,MA,02790-4311,41.579794,-71.081822,0
aa5aefb2-4020-3821-a0c5-a902dbff331f,e1053175-7c18-3f57-9814-3e77d8080c14,Chia293 Jerde200,F,GENERAL PRACTICE,866 MAIN RD,WESTPORT,MA,02790-4311,41.579794,-71.081822,28
1bc982b7-81b4-3ec3-b2a7-165bd90ea543,390aca0e-45e1-3d47-b615-1aef27abcadf,Lanny564 Schowalter414,M,OPTOMETRY,253 BOSTON ST,TOPSFIELD,MA,01983-2215,42.641379,-70.94344,0
ff6cc2a2-ff5b-3943-b61e-6049326e8572,390aca0e-45e1-3d47-b615-1aef27abcadf,Brady998 Muller251,M,OPTOMETRY,253 BOSTON ST,TOPSFIELD,MA,01983-2215,42.641379,-70.94344,0
633d00b6-7b38-34f6-8fb9-5714aad9e157,390aca0e-45e1-3d47-b615-1aef27abcadf,Asa127 Wilderman619,M,OPTOMETRY,253 BOSTON ST,TOPSFIELD,MA,01983-2215,42.641379,-70.94344,0
d04c8283-e620-3e48-b0a1-90b21ed2e9db,390aca0e-45e1-3d47-b615-1aef27abcadf,Lindsay928 Russel238,F,OPTOMETRY,253 BOSTON ST,TOPSFIELD,MA,01983-2215,42.641379,-70.94344,0
a77154e8-9815-3259-b3d6-12b4bc637cc2,390aca0e-45e1-3d47-b615-1aef27abcadf,Samuel331 Bonilla161,M,GENERAL PRACTICE,253 BOSTON ST,TOPSFIELD,MA,01983-2215,42.641379,-70.94344,32
ee037716-89c4-3f16-8341-f6ebccaa3c1f,28f61c08-cdd0-3c54-917c-b248f80b7f74,Nieves278 Daugherty69,F,GENERAL PRACTICE,125 HIGH ST,TAUNTON,MA,02780-3529,41.903324,-71.094987,38
86ac7e38-274a-3518-8af2-f22ba5b1dd49,7d1c9185-6194-3fca-8c56-1e2d5ac7ee71,Terese90 Marquardt819,F,NURSE PRACTITIONER,234 RUSSELL ST,HADLEY,MA,01035-3534,42.356491,-72.568632,0
